DATE,BRAND_NAME,PRODUCT_DESCRIPTION,REASON,COMPANY,COMPANY_RELEASE_LINK,PHOTOS_LINK
"Wed, 30 Aug 2017 17:41:00 -0400",Doctor Manzanilla,"Allergy, cough medicine",Burkholderia cepacia,Mid Valley Pharmaceutical,https://www.fda.gov/Safety/Recalls/ucm574250.htm,
"Wed, 30 Aug 2017 16:56:00 -0400",Piyanping,Anti-Itch Lotion,Contains dexamethasone instead of hydrocortisone,Lucky Mart Inc.,https://www.fda.gov/Safety/Recalls/ucm574234.htm,
"Wed, 30 Aug 2017 13:46:00 -0400","Big Win, Uncle Ray&#39;s, Gourmet Select, more",Popcorn,Undeclared milk,Dedinas Franzak Enterprises,https://www.fda.gov/Safety/Recalls/ucm574156.htm,
"Wed, 30 Aug 2017 00:00:00 -0400",Rajbhog Sweets,Jalebi,Undeclared almonds,Rajbhog Distributors GA. Inc.,https://www.fda.gov/Safety/Recalls/ucm574104.htm,
"Mon, 28 Aug 2017 14:27:00 -0400",Big Win,Popcorn,Undeclared milk,Dedinas-Franzak Enterprises,https://www.fda.gov/Safety/Recalls/ucm573666.htm,
"Thu, 24 Aug 2017 00:00:00 -0400",Cook Medical,Zenith Alpha™ Thoracic Endovascular Graft ‎products,"Products potential for blunt thoracic aortic injury, also known as BTAI or “transection”",Cook Medical,https://www.fda.gov/Safety/Recalls/ucm573226.htm,
"Wed, 23 Aug 2017 00:00:00 -0400",Great Value,Frozen organic dark sweet pitted cherry products,Listeria monocytogenes,"SunOpta Inc’s subsidiary, Sunrise Growers Inc.",https://www.fda.gov/Safety/Recalls/ucm572971.htm,
"Tue, 22 Aug 2017 10:20:00 -0400",Centurion,Ninjacof and Ninjacof A,Potential contamination with Burkholderia cepacia,Centurion Labs,https://www.fda.gov/Safety/Recalls/ucm572873.htm,
"Fri, 18 Aug 2017 00:00:00 -0400",Bella Pharma,All lots of unexpired sterile drug products,Due to lack of sterility assurance,"Bella Pharmaceuticals, Inc.",https://www.fda.gov/Safety/Recalls/ucm572373.htm,
"Thu, 17 Aug 2017 12:28:00 -0400",Gazab,Green Raisins,Undeclared Sulfites,United Trading Inc.,https://www.fda.gov/Safety/Recalls/ucm572127.htm,
"Thu, 17 Aug 2017 00:00:00 -0400",Atlantic Pharmacy and Compounding,All compounded injectable prescription medications,Due to lack of sterility assurance,"Vital Rx, Inc. d/b/a Atlantic Pharmacy and Compounding",https://www.fda.gov/Safety/Recalls/ucm572262.htm,
"Tue, 15 Aug 2017 00:00:00 -0400",Seven Sundays,Vanilla Cherry Pecan Muesli,Undeclared Almonds,"Seven Sundays, LLC",https://www.fda.gov/Safety/Recalls/ucm571832.htm,
"Mon, 14 Aug 2017 22:51:00 -0400",Dierbergs Kitchen,Flavored Butters,"Undeclared Fish, lobster, crab, shrimp, soy and wheat",Dierbergs Markets,https://www.fda.gov/Safety/Recalls/ucm571561.htm,
"Mon, 14 Aug 2017 22:45:00 -0400",Amneal Pharmaceuticals LLC,"Lorazepam Oral Concentrate, USP 2mg/mL",Misprinted Dosing Droppers,Amneal Pharmaceuticals LLC,https://www.fda.gov/Safety/Recalls/ucm571787.htm,
"Sat, 12 Aug 2017 00:00:00 -0400",OPA,Ranch Greek Yogurt Dressing,Undeclared egg,Litehouse Inc.,https://www.fda.gov/Safety/Recalls/ucm571470.htm,
"Fri, 11 Aug 2017 17:12:00 -0400",California Aloha Mix,California Aloha Mix,"Undeclared almonds, walnuts, and cashews",Grand BK Corp.,https://www.fda.gov/Safety/Recalls/ucm571781.htm,
"Fri, 11 Aug 2017 16:51:00 -0400",Madhava,Chocolate Chip Cookie Mix,Undeclared milk,Madhava Natural Sweeteners,https://www.fda.gov/Safety/Recalls/ucm571348.htm,
"Thu, 10 Aug 2017 13:44:00 -0400","Leader, Major, Rugby",Liquid drug products,Potential contamination with B. cepacia,Cardinal Health,https://www.fda.gov/Safety/Recalls/ucm571001.htm,
"Wed, 09 Aug 2017 00:00:00 -0400","International Laboratories, LLC",Pravastatin Sodium Tablets,Labeled as Pravastatin Sodium Tablets USP 40 mg but contained Bupropion Hydrochloride XL 300 mg tablets,"International Laboratories, LLC",https://www.fda.gov/Safety/Recalls/ucm571019.htm,
"Tue, 08 Aug 2017 12:55:00 -0400",The Comfy Cow,Ice Cream,E. coli,The Comfy Cow,https://www.fda.gov/Safety/Recalls/ucm570565.htm,
"Tue, 08 Aug 2017 00:00:00 -0400",Schnucks Bakery,Cake,Undeclared pecans,Schnucks Bakery,https://www.fda.gov/Safety/Recalls/ucm570736.htm,
"Mon, 07 Aug 2017 16:44:00 -0400",Valery,Papayas,Salmonella,Freshtex Produce LLC,https://www.fda.gov/Safety/Recalls/ucm570424.htm,
"Mon, 07 Aug 2017 00:00:00 -0400",Taylor Farms,Coleslaw Kits,Undeclared milk,"Taylor Farms Retail, Inc.",https://www.fda.gov/Safety/Recalls/ucm570607.htm,
"Fri, 04 Aug 2017 21:45:00 -0400",Cavi,Papayas,Salmonella,Agroson’s LLC,https://www.fda.gov/Safety/Recalls/ucm570258.htm,
"Fri, 04 Aug 2017 00:00:00 -0400",Man of Steel,Man of Steel 1 and Man of Steel 2,Contains Undeclared Sildenafil,Man of Steel,https://www.fda.gov/Safety/Recalls/ucm569173.htm,
"Wed, 02 Aug 2017 19:43:00 -0400",Amrita,Protein Bars,Listeria monocytogenes,"Hudson Valley Foods, Inc",https://www.fda.gov/Safety/Recalls/ucm569811.htm,
"Wed, 02 Aug 2017 18:41:00 -0400",Fairway,Blondie cookies,Undeclared Walnuts,Fairway ‘‘Like No Other Market’’ ®,https://www.fda.gov/Safety/Recalls/ucm569808.htm,
"Wed, 02 Aug 2017 13:49:00 -0400",Friendly Farms,Key Lime Crunch Tilts,Undeclared Almond,"Commonwealth Dairy, LLC",https://www.fda.gov/Safety/Recalls/ucm569743.htm,
"Wed, 02 Aug 2017 00:00:00 -0400",Rugby,Diocto Liquid and Diocto Syrup,Potential contamination with Burkholderia cepacia,Rugby® Laboratories,https://www.fda.gov/Safety/Recalls/ucm569967.htm,
"Tue, 01 Aug 2017 21:51:00 -0400",AMPT,Dietary Supplement,"Unapproved new drug, undeclared milk","The AMPT Life, LLC",https://www.fda.gov/Safety/Recalls/ucm569558.htm,
"Fri, 28 Jul 2017 17:30:00 -0400","ICU Medical, Inc.","0.9% Sodium Chloride Injection, USP 1000 mL",Particulate matter,"ICU Medical, Inc.",https://www.fda.gov/Safety/Recalls/ucm569127.htm,
"Fri, 28 Jul 2017 00:00:00 -0400",liveGfree,Gluten Free Classic Soft White Hamburger Buns,Undeclared Egg,Vibrant Health Products,https://www.fda.gov/Safety/Recalls/ucm569131.htm,
"Thu, 27 Jul 2017 00:00:00 -0400",Apace Packaging LLC,"Cyclobenzaprine HCl Tablet and 
Amantadine HCl Capsule",Cyclobenzaprine HCL may contain Amantadine HCL Capsules,Apace Packaging LLC,https://www.fda.gov/Safety/Recalls/ucm568875.htm,
"Wed, 26 Jul 2017 17:26:00 -0400",Caribeña,Papaya Maradol,Salmonella,Grande Produce,https://www.fda.gov/Safety/Recalls/ucm568780.htm,
"Wed, 26 Jul 2017 00:00:00 -0400",Caribeña,Papaya Maradol,Salmonella,Grande Produce,https://www.fda.gov/Safety/Recalls/ucm569122.htm,
"Tue, 25 Jul 2017 12:55:00 -0400",Cantrell Drug Company,All unexpired sterile drug syringes and IV bags,Lack of sterility assurance,Cantrell Drug Company,https://www.fda.gov/Safety/Recalls/ucm568494.htm,
"Tue, 25 Jul 2017 09:05:00 -0400",HyVee,Various Pepperoni Refrigerated Pizzas,Undeclared Soy,"HyVee, Inc.",https://www.fda.gov/Safety/Recalls/ucm568603.htm,
"Mon, 24 Jul 2017 22:04:00 -0400",LaBri&#39;s Body Health,Dietary Supplement,Unapproved new drug,EZ Weight Loss TX,https://www.fda.gov/Safety/Recalls/ucm568364.htm,
"Sat, 22 Jul 2017 00:00:00 -0400",Bush’s Best,Baked Beans,Potential harmful bacteria contamination due to defective side seams,Bush Brother’s &amp; Company,https://www.fda.gov/Safety/Recalls/ucm569061.htm,
"Fri, 21 Jul 2017 19:07:00 -0400",Bhu Foods,Protein Bars,Listeria monocytogenes,"Hudson Valley Foods, Inc.",https://www.fda.gov/Safety/Recalls/ucm568096.htm,
"Fri, 21 Jul 2017 18:02:00 -0400","Oakdell, So Delicious, Bongard&#39;s, Signature Café","Coconut Beverage, Broccoli Cheddar Soup, Eggs, and Cheese Product",Potential spoilage bacteria,The Idaho Foodbank,https://www.fda.gov/Safety/Recalls/ucm568089.htm,
"Fri, 21 Jul 2017 14:18:00 -0400",Super Panther 7K,Dietary Supplement,Unapproved new drug,Ultra Shop Supplement,https://www.fda.gov/Safety/Recalls/ucm568031.htm,
"Tue, 18 Jul 2017 11:09:00 -0400",Woodstock,Matcha Vanilla Oats,Listeria monocytogenes,"Garden of Light, Inc. dba Gluten Free Solutions",https://www.fda.gov/Safety/Recalls/ucm567410.htm,
"Fri, 14 Jul 2017 16:35:00 -0400",Silver Star,Chipotle Queso Dip,"Undeclared cheese, milk, eggs",Texas Legend Foods,https://www.fda.gov/Safety/Recalls/ucm567152.htm,
"Thu, 13 Jul 2017 00:00:00 -0400",New of Kopi Jantan Tradisional,Natural Herbs Coffee Dietary Supplement,"Unapproved new drug, Undeclared Milk Allergen",Bestherbs Coffee LLC,https://www.fda.gov/Safety/Recalls/ucm567266.htm,
"Wed, 12 Jul 2017 09:20:00 -0400",Whole Foods Market,PB&amp;J Greek Yogurt Parfaits,Undeclared Almond and Coconut,Sunneen Health Foods,https://www.fda.gov/Safety/Recalls/ucm566610.htm,
"Tue, 11 Jul 2017 17:09:00 -0400",Andropharm,Sten Z and M1 Alphas capsules,Unapproved drug,Andropharm,https://www.fda.gov/Safety/Recalls/ucm566553.htm,
"Mon, 10 Jul 2017 00:00:00 -0400",Coborn’s and Cash Wise,Chocolate chip cookie bars,Undeclared Milk,Coborn’s Inc,https://www.fda.gov/Safety/Recalls/ucm566340.htm,
"Fri, 07 Jul 2017 00:00:00 -0400",Biohealth,Precision Blend Time Release Protein Cookies and Cream,Undeclared wheat,Biohealth Nutrition,https://www.fda.gov/Safety/Recalls/ucm566356.htm,
"Thu, 06 Jul 2017 00:00:00 -0400",ATAR,Extension cable,Cable may separate from the connector at the proximal end,"Oscor, Inc.",https://www.fda.gov/Safety/Recalls/ucm566001.htm,
"Wed, 05 Jul 2017 17:45:00 -0400",CLIF,Snack Bars,Undeclared peanut and some tree nuts,Undeclared peanut and some tree nuts,https://www.fda.gov/Safety/Recalls/ucm565833.htm,
"Wed, 05 Jul 2017 00:00:00 -0400",NovoPen Echo,Insulin delivery device,Device may crack or break if exposed to certain chemicals,Novo Nordisk,https://www.fda.gov/Safety/Recalls/ucm565936.htm,
"Wed, 05 Jul 2017 00:00:00 -0400",Anarkali,Naan (bread),Undeclared milk,Raja Foods,https://www.fda.gov/Safety/Recalls/ucm565763.htm,
"Fri, 30 Jun 2017 16:03:00 -0400",Dierbergs Kitchen,Deli Products,Undeclared Milk and Fish (Anchovy),Dierbergs Markets,https://www.fda.gov/Safety/Recalls/ucm565492.htm,
"Thu, 29 Jun 2017 00:00:00 -0400","Ultra-Sten, D-Zine",Marketed as a dietary supplement,Presence of anabolic steroids,Hardcore Formulations,https://www.fda.gov/Safety/Recalls/ucm565827.htm,
"Tue, 27 Jun 2017 09:43:00 -0400",Lam Sheng Kee,"Frozen Fish Tofu, Frozen Fried Fish Ball and Frozen White Fish Ball",Undeclared Egg,Global Lamsheng Kee Inc.,https://www.fda.gov/Safety/Recalls/ucm564767.htm,
"Mon, 26 Jun 2017 00:00:00 -0400",PharMEDium,Potassium Phosphate and Succinylcholine Chloride Intravia Bags,Lack of Sterility Assurance,PharMEDium Services,https://www.fda.gov/Safety/Recalls/ucm564845.htm,
"Fri, 23 Jun 2017 15:05:00 -0400",Fagron Sterile Services,Succinylcholine Chloride 20mg/mL,Lack of Sterility Assurance,Fagron Sterile Services,https://www.fda.gov/Safety/Recalls/ucm564442.htm,
"Fri, 23 Jun 2017 00:00:00 -0400",Rough-N-Ready,Cattle Feed,Elevated monensin,ADM Animal Nutrition,https://www.fda.gov/Safety/Recalls/ucm564473.htm,
"Thu, 22 Jun 2017 14:57:00 -0400",Advanced Pharma,Potassium Phosphate and Succinylcholine Chloride,Lack of Sterility Assurance,"Advanced Pharma, Inc. d/b/a Avella of Houston",https://www.fda.gov/Safety/Recalls/ucm564300.htm,
"Thu, 22 Jun 2017 00:00:00 -0400",Venture,Catheters,Excess material may be present within the inner lumen of the distal catheter tip,"Teleflex Vascular Solutions, Inc.",https://www.fda.gov/Safety/Recalls/ucm564419.htm,
"Tue, 20 Jun 2017 19:59:00 -0400",JFC International Inc.,Rice Seasoning,"Undeclared wheat, soy, and fish",JFC International Inc.,https://www.fda.gov/Safety/Recalls/ucm563950.htm,
"Tue, 20 Jun 2017 14:29:00 -0400",Fat Cat,Hot Sauce,Undeclared peanut,Fat Cat Gourmet Foods,https://www.fda.gov/Safety/Recalls/ucm563889.htm,
"Tue, 20 Jun 2017 00:00:00 -0400",Creamy Creations,Ice Cream,Undeclared almonds,HEB,https://www.fda.gov/Safety/Recalls/ucm564012.htm,
"Mon, 19 Jun 2017 15:10:00 -0400",Kabir’s Bakery,Pastries,Undeclared milk,Kabir’s Bakery,https://www.fda.gov/Safety/Recalls/ucm563711.htm,
"Mon, 19 Jun 2017 14:42:00 -0400",Masa’s Gourmet,Sauces,Undeclared milk,"Rikki USA, Inc.",https://www.fda.gov/Safety/Recalls/ucm563704.htm,
"Mon, 19 Jun 2017 00:00:00 -0400","Fresh Foods Market, Lantana, Marketside",Hummus,Listeria monocytogenes,House of Thaller,https://www.fda.gov/Safety/Recalls/ucm563822.htm,
"Sat, 17 Jun 2017 00:00:00 -0400",Bristol-Myers Squibb,Eliquis (apixaban) 5 mg Tablets,Tablet Mix-Up,Bristol-Myers Squibb,https://www.fda.gov/Safety/Recalls/ucm563547.htm,
"Fri, 16 Jun 2017 19:42:00 -0400","Companion, Dentley&#39;s and more",Rawhide chew products,POSSIBLE CHEMICAL CONTAMINATION,"United Pet Group, a division of Spectrum Brands, Inc.",https://www.fda.gov/Safety/Recalls/ucm563544.htm,
"Fri, 16 Jun 2017 19:36:00 -0400",Alvogen,Clindamycin Injection USP,Lack of sterility assurance,Alvogen,https://www.fda.gov/Safety/Recalls/ucm563543.htm,
"Fri, 16 Jun 2017 18:52:00 -0400","Sunseed Sunsations, All Living Things and more",Rabbit and Macaw diets,Listeria monocytogenes,Vitakraft Sun Seed Inc.,https://www.fda.gov/Safety/Recalls/ucm563537.htm,
"Fri, 16 Jun 2017 17:07:00 -0400",Chic-a-Peas,Baked crunchy chick peas,Listeria monocytogenes,Chic-a-Peas LLc,https://www.fda.gov/Safety/Recalls/ucm563528.htm,
"Fri, 16 Jun 2017 08:48:00 -0400",Ellyndale Nutty Infusions,"Almond butter, Cashew butter",Listeria monocytogenes,NOW Health Group Inc.,https://www.fda.gov/Safety/Recalls/ucm563399.htm,
"Fri, 16 Jun 2017 00:00:00 -0400",Datascope Corp/MAQUET,Intra-Aortic Balloon Pumps,Potential electrical test failure code,Datascope Corp/MAQUET,https://www.fda.gov/Safety/Recalls/ucm563583.htm,
"Fri, 16 Jun 2017 00:00:00 -0400","Market Basket, Wholesome Pantry, Nature’s Promise, more",Trail Mixes,Listeria monocytogenes,United Natural Trading LLC,https://www.fda.gov/Safety/Recalls/ucm563916.htm,
"Fri, 16 Jun 2017 00:00:00 -0400",Ava&#39;s,"Cashews, Almonds",Listeria monocytogenes,Hampton Farms,https://www.fda.gov/Safety/Recalls/ucm563804.htm,
"Thu, 15 Jun 2017 21:03:00 -0400",Hospira,"8.4% Sodium Bicarbonate Injection, USP, NeutTM (Sodium Bicarbonate 4% additive solution), QUELICINTM (Succinylcholine Chloride Injection, USP) and Potassium Phosphates Injection, USP",Lack of Sterility Assurance,"Hospira Inc, A Pfizer Company",https://www.fda.gov/Safety/Recalls/ucm563383.htm,
"Thu, 15 Jun 2017 17:39:00 -0400",Advanced Pharma,Nitroglycerin products,Due to sub-potency,"Advanced Pharma, Inc. d/b/a Avella of Houston",https://www.fda.gov/Safety/Recalls/ucm563380.htm,
"Thu, 15 Jun 2017 17:35:00 -0400","Evoke, Millville and more",Granola and muesli products,Listeria monocytogenes,NEW ENGLAND NATURAL BAKERS,https://www.fda.gov/Safety/Recalls/ucm563379.htm,
"Thu, 15 Jun 2017 00:12:00 -0400",Bulletproof,Collagen protein bars and bites,Listeria monocytogenes,"Bulletproof 360, Inc. (“Bulletproof”)",https://www.fda.gov/Safety/Recalls/ucm563222.htm,
"Thu, 15 Jun 2017 00:00:00 -0400",Simple Truth,Macadamia nuts,Listeria monocytogenes,The Kroger Co.,https://www.fda.gov/Safety/Recalls/ucm563313.htm,
"Thu, 15 Jun 2017 00:00:00 -0400",Publix,Tropical Medley Mix,Listeria monocytogenes,Publix Super Markets,https://www.fda.gov/Safety/Recalls/ucm564575.htm,
"Thu, 15 Jun 2017 00:00:00 -0400","Teva Pharmaceuticals USA, Inc","Paliperidone Extended-Release Tablets, 3mg",Potential for product to be below specification,"Teva Pharmaceuticals USA, Inc",https://www.fda.gov/Safety/Recalls/ucm563346.htm,
"Wed, 14 Jun 2017 20:31:00 -0400","Wildway, Trader Joe&#39;s",Grain free granola products,Listeria monocytogenes,Wildway LLC,https://www.fda.gov/Safety/Recalls/ucm563216.htm,
"Wed, 14 Jun 2017 00:00:00 -0400",GoMacro,MacroBars and Thrive Bars,Listeria monocytogenes,GoMacro,https://www.fda.gov/Safety/Recalls/ucm563265.htm,
"Wed, 14 Jun 2017 00:00:00 -0400","Loving Pets, Whole Hearted",Dog treats,Salmonella,Loving Pets,https://www.fda.gov/Safety/Recalls/ucm563210.htm,
"Wed, 14 Jun 2017 00:00:00 -0400",THE DUCK,FROZEN STEAMED SCOMBER FISH,Potential for Clostridium botulinum growth,WILLIS OCEAN INC.,https://www.fda.gov/Safety/Recalls/ucm563417.htm,
"Mon, 12 Jun 2017 16:09:00 -0400","Market District, Giant Eagle","Toasted crumb tilapia, breaded chicken breast",Undeclared Milk,"Giant Eagle, Inc.",https://www.fda.gov/Safety/Recalls/ucm562906.htm,
"Sat, 10 Jun 2017 12:37:00 -0400","Various brands: American Beefhide, Digest-eeze, Healthy Hide, Healthy Hide Good n Fun, Healthy Hide Good n Fit",Rawhide dog chews,Potential contamination with Quaternary ammonium compount,United Pet Group,https://www.fda.gov/Safety/Recalls/ucm562701.htm,
"Sat, 10 Jun 2017 00:00:00 -0400",Bristol-Myers Squibb,Eliquis (apixaban) 5 mg Tablets,Tablet Mix-Up,Bristol-Myers Squibb,https://www.fda.gov/Safety/Recalls/ucm563002.htm,
"Fri, 09 Jun 2017 00:00:00 -0400","Tetracycline-ABC, Tetrastem, Diabecline and more",topical products,Concerns of Manufacturing Practices,Phillips Company,https://www.fda.gov/Safety/Recalls/ucm563166.htm,
"Fri, 09 Jun 2017 00:00:00 -0400",Gourmet Bay,"Breaded Tilapia: toasted crumb, honey mustard, citrus coconut",Undeclared Milk,Slade Gorton Co. Inc.,https://www.fda.gov/Safety/Recalls/ucm562720.htm,
"Thu, 08 Jun 2017 13:38:00 -0400",Goodseed,Soybean sprouts,Listeria monocytogenes,Happy Sprout Inc,https://www.fda.gov/Safety/Recalls/ucm562449.htm,
"Thu, 08 Jun 2017 00:00:00 -0400",CC Kitchens,Salad and Slaw kits containing leafy greens,Listeria,CC Kitchens,https://www.fda.gov/Safety/Recalls/ucm562783.htm,
"Thu, 08 Jun 2017 00:00:00 -0400","Fresh Selections by Kroger, Club Chef LLC",Snack kits containing vegetables,Listeria,Club Chef LLC,https://www.fda.gov/Safety/Recalls/ucm562590.htm,
"Wed, 07 Jun 2017 00:00:00 -0400",De Mi Pais,Queso Fresco,Listeria monocytogenes,Global Garlic Inc.,https://www.fda.gov/Safety/Recalls/ucm561927.htm,
"Tue, 06 Jun 2017 00:00:00 -0400",Krimson,Frozen Yellowfin Tuna steaks and cubes,Hepatitis A,Hilo Fish Company,https://www.fda.gov/Safety/Recalls/ucm562118.htm,
"Tue, 06 Jun 2017 00:00:00 -0400",Southern Grove,Cashews Halves and Pieces with sea salt,Potential presence of glass pieces,Star Snacks Co.,https://www.fda.gov/Safety/Recalls/ucm562129.htm,
"Mon, 05 Jun 2017 09:55:00 -0400",Western Family,Western Family Onion Soup Mix,Undeclared egg,Gilster-Mary Lee,https://www.fda.gov/Safety/Recalls/ucm561828.htm,
"Sat, 03 Jun 2017 00:00:00 -0400",Bakehouse,Cranberry Orange Bread,Undeclared pecans and tree nuts,Fry’s Food Stores,https://www.fda.gov/Safety/Recalls/ucm561921.htm,
"Thu, 01 Jun 2017 20:52:00 -0400",Schnucks Bakery,Cinnamon Pudding Half Cakes and Cake Slices,Undeclared Walnuts,Schnucks Bakery,https://www.fda.gov/Safety/Recalls/ucm561550.htm,
"Wed, 31 May 2017 09:24:00 -0400","Golden Temple®, Swad®, and Maya®",Flour,Potential presence of Escherichia coli O121 (E. coli O121),Smucker Foods of Canada Corp.,https://www.fda.gov/Safety/Recalls/ucm561190.htm,
"Wed, 31 May 2017 00:00:00 -0400",Taste of Inspirations,Greek pasta salad,Undeclared milk,"A.S.K. Foods, Inc. (Hannaford Supermarkets)",https://www.fda.gov/Safety/Recalls/ucm561454.htm,
"Fri, 26 May 2017 09:21:00 -0400",Hampton Farms,Cashews,Listeria monocytogenes,Ava’s,https://www.fda.gov/Safety/Recalls/ucm560733.htm,
"Thu, 25 May 2017 20:48:00 -0400",Caverflo,Natural Herbal Coffee,"Undeclared Sildenafil and Tadalafil, Undeclared Milk",Caverflo.com,https://www.fda.gov/Safety/Recalls/ucm560680.htm,
"Thu, 25 May 2017 19:18:00 -0400",California Sun Dry Foods,Sun-dried tomato pesto,Undeclared Milk and almonds,California Sun Dry,https://www.fda.gov/Safety/Recalls/ucm560678.htm,
"Thu, 25 May 2017 00:00:00 -0400",Lupin,Mibelas 24 Fe (Norethindrone Acetate and Ethinyl Estradiol 1 mg/0.02 mg chewable and ferrous fumarate 75 mg),Out of Sequence Tablets and Missing Expiry/Lot information,Lupin Pharmaceuticals Inc.,https://www.fda.gov/Safety/Recalls/ucm560904.htm,
"Thu, 25 May 2017 00:00:00 -0400",Astrazeneca,professional (physician) sample BRILINTA (ticagrelor) 90mg tablets,Product container contained another medicine called ZURAMPIC,Astrazeneca,https://www.fda.gov/Safety/Recalls/ucm560776.htm,
"Wed, 24 May 2017 00:00:00 -0400",Simple Truth,Macadamia Nuts,Listeria monocytogenes,Kroger,https://www.fda.gov/Safety/Recalls/ucm560931.htm,
"Wed, 24 May 2017 00:00:00 -0400",Wholesome Country Creamery,Half &amp; Half,Due to presences of Alkaline Phosphatase/may not be properly pasteurized,Naturally Wholesome Products LLC,https://www.fda.gov/Safety/Recalls/ucm561852.htm,
"Wed, 24 May 2017 00:00:00 -0400",Kroger,Dessert cups,Undeclared milk,Kroger,https://www.fda.gov/Safety/Recalls/ucm560940.htm,
"Tue, 23 May 2017 19:42:00 -0400",L.A. Lucky Brand,Sweet Basil Seeds,Salmonella,L.A. Lucky Import &amp; Export,https://www.fda.gov/Safety/Recalls/ucm560225.htm,
"Tue, 23 May 2017 13:24:00 -0400",The Green Herb,AL-ER-G dietary supplement,"Contains Ephedra Herb, an FDA banned ingredient",MusclMasster LLC,https://www.fda.gov/Safety/Recalls/ucm560330.htm,
"Mon, 22 May 2017 17:31:00 -0400",Hail Merry,Lemon Mini Miracle Tart Party Pack,Undeclared Cashews,Hail Merry,https://www.fda.gov/Safety/Recalls/ucm560456.htm,
"Fri, 19 May 2017 18:53:00 -0400",Tri-Ton,Tri-Ton dietary supplement,"Product contains unapproved drugs, andarine and ostarine","Dynamic Technical Formulations, LLC",https://www.fda.gov/Safety/Recalls/ucm559700.htm,
"Thu, 18 May 2017 15:34:00 -0400",BrightFarms,Salad Greens,Presence of Metal,BrightFarms,https://www.fda.gov/Safety/Recalls/ucm559445.htm,
"Thu, 18 May 2017 10:51:00 -0400",Wang,"Fish cake, fish ball, and fish tofu products",Undeclared egg and wheat,Wang GlobalNet,https://www.fda.gov/Safety/Recalls/ucm559337.htm,
"Thu, 18 May 2017 00:00:00 -0400",Department of Corrections Washington State,"Brownies, breakfast bars and other produced baked goods",Due to elevated levels of fluorinated organic chemicals (PFOS and PFOA) in the water used to manufacture products,Department of Corrections Washington State,https://www.fda.gov/Safety/Recalls/ucm560348.htm,
"Wed, 17 May 2017 15:48:00 -0400",Henning&#39;s Wisconsin Cheese,Colby Jack Cheese,Proper pasteurization cannot be verified,Henning&#39;s Cheese,https://www.fda.gov/Safety/Recalls/ucm559223.htm,
"Mon, 15 May 2017 19:35:00 -0400",Chef Luca&#39;s,Baked Cheese Lasagna,Undeclared Egg,Italian Gluten Free Food CL,https://www.fda.gov/Safety/Recalls/ucm558593.htm,
"Mon, 15 May 2017 00:00:00 -0400",De Mi Pais,Queso Fresco,Listeria monocytogenes,Global Garlic Inc.,https://www.fda.gov/Safety/Recalls/ucm559225.htm,
"Sat, 13 May 2017 00:00:00 -0400",Green Chile Food Company,Various burritos,Listeria monocytogenes,"Green Chile Concepts, LLC",https://www.fda.gov/Safety/Recalls/ucm558586.htm,
"Fri, 12 May 2017 16:38:00 -0400",Quesos de la Costa,White cheese,Listeria monocytogenes,"La Nica Products, Inc.",https://www.fda.gov/Safety/Recalls/ucm558908.htm,
"Fri, 12 May 2017 09:33:00 -0400",Quesos de la Costa,White cheese,Listeria monocytogenes,"La Nica Products, Inc.",https://www.fda.gov/Safety/Recalls/ucm559296.htm,
"Fri, 12 May 2017 00:00:00 -0400",Peak; Harris Teeter Farmer&#39;s Market,Spinach,Listeria monocytogenes,"The Horton Fruit Co., Inc.",https://www.fda.gov/Safety/Recalls/ucm558398.htm,
"Fri, 12 May 2017 00:00:00 -0400",Whole Foods Market,Oatmeal Chocolate Chips Cookies,Undeclared Walnuts,Whole Foods Market,https://www.fda.gov/Safety/Recalls/ucm558380.htm,
"Fri, 12 May 2017 00:00:00 -0400","NC Trek, NC Traveler, and NC Tenku","NC Trek RX Coronary Dilatation Catheter, NC Traveler Coronary Dilatation Catheter, and NC Tenku RX PTCA Balloon Catheter",Potential problems with inflating or deflating the catheter balloon,Abbott,https://www.fda.gov/Safety/Recalls/ucm558592.htm,
"Thu, 11 May 2017 21:03:00 -0400",Red Robin,Crispy Onion Rings,Undeclared Milk,Lamb Weston,https://www.fda.gov/Safety/Recalls/ucm558070.htm,
"Thu, 11 May 2017 19:39:00 -0400",Trident,Frozen Multi-grain Alaskan Cod,May contain small pieces of plastic,Trident Seafoods Corporation,https://www.fda.gov/Safety/Recalls/ucm558064.htm,
"Wed, 10 May 2017 14:39:00 -0400",Mikawaya,Chocolate Chocolate Mochi Ice Cream,Undeclared peanut,Mikawaya,https://www.fda.gov/Safety/Recalls/ucm557777.htm,
"Tue, 09 May 2017 00:00:00 -0400",Wegmans,Potato Salad,Undeclared eggs,"A.S.K. Foods, Inc.",https://www.fda.gov/Safety/Recalls/ucm557760.htm,
"Tue, 09 May 2017 00:00:00 -0400",(Save-A-Lot) Pick 5,Chicken &amp; Waffle Sandwich,Listeria monocytogenes,Fourth Street Barbecue Inc.,https://www.fda.gov/Safety/Recalls/ucm557580.htm,
"Mon, 08 May 2017 12:38:00 -0400",Truxton Incorporated,"Amitriptyline HCL Tablets, USP 50mg and
Phenobarbital Tablets, USP 15mg, 30mg, 60mg, 100mg",Labeling mix-up,"C.O. Truxton, Inc.",https://www.fda.gov/Safety/Recalls/ucm557260.htm,
